,Unnamed: 0,id,song_title,artist,mp3,genre,votes,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
427,370,7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,Toby Keith,https://p.scdn.co/mp3-preview/c2e9e39a5efe08ee4cf2050394b13d4a617f4c5e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,227840,4
428,371,03IsQTh85NKrbTrc3MZU48,There's A Tear In My Beer,"Hank Williams, Jr.",https://p.scdn.co/mp3-preview/d8f766892a1badd12c7e341fddf128dc6ada4940?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.572,0.456,1,-11.621,1,0.0254,0.689,0.0,0.0651,0.883,143.287,172560,4
429,372,0JZGN7ASIqeSShQhrxhe0y,Blue Blooded Woman,Alan Jackson,https://p.scdn.co/mp3-preview/cc9c92beaf1920ba06db56ba8f638cb19e584071?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.593,0.831,4,-4.804,1,0.0321,0.141,0.00107,0.089,0.934,164.332,134720,4
430,373,3otfuQ3trRADJcgovQdMNW,God Bless the Boy (Cori's Song),Cody Johnson,https://p.scdn.co/mp3-preview/8ce87dd3304638bd032b6c077937d485f2a8dceb?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.521,0.587,7,-6.159,1,0.0303,0.212,0.0,0.0887,0.389,146.07,206213,4
431,374,7hBrO5jpSGEbd9X6zxGxQI,All My Rowdy Friends (Have Settled Down),"Hank Williams, Jr.",https://p.scdn.co/mp3-preview/20695e36e98996cbdfe31a02c87d81b379b5d4a5?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.711,0.542,0,-10.319,1,0.0287,0.23,5.2e-06,0.28,0.813,127.002,240373,4
432,375,0VMoMJY1x5R3NGwBPL9ojE,Cypress Hills and the Big Country,Colter Wall,https://p.scdn.co/mp3-preview/658443d5b3b57167a68108478195638c9735d64c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.56,0.408,0,-10.779,1,0.0367,0.943,0.000237,0.0962,0.337,94.446,190520,4
433,376,4686eQ81DEswHa90bcdlC9,Rock and A Hard Place,Bailey Zimmerman,https://p.scdn.co/mp3-preview/53e48c52ab72f883e3494e809808880d90f8694f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,207541,3
434,377,0QRO8Mz2U4nXKBnFybworx,Heaven Sent,The Steeldrivers,https://p.scdn.co/mp3-preview/74b67a3403391f939d521dfa968d5fe90937a704?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0,0.637,0.675,7,-6.893,1,0.0322,0.607,0.00449,0.157,0.741,107.273,228120,4
435,0,0NCnQYoe5YdxFjJQgEM5rX,Fuss & Fight,Koe Wetzel,https://p.scdn.co/mp3-preview/13f321779931e5a99768c06f34c2a1615cd835db?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0,0.652,0.798,2,-5.592,0,0.0669,0.00486,0.0,0.131,0.292,141.014,240266,4
436,1,1vscizuuPwkwC1cc5N5KQV,Don't Come Lookin',Jackson Dean,https://p.scdn.co/mp3-preview/c5bd8485e14c7f535efef034a2ae5f6db5af1c51?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0,0.529,0.858,9,-6.015,1,0.0536,0.0115,2.91e-05,0.345,0.676,156.129,187957,4
437,2,372rbkxOwppdwGBF0wDXow,Whistlin' Dixie,Randy Houser,https://p.scdn.co/mp3-preview/a3198b62fc7f79ebfa038be82bc7bc657ab2a09b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0,0.627,0.792,6,-4.419,1,0.0477,0.155,0.0628,0.102,0.812,159.044,188000,4
438,3,0Rxgdpe1zgZ6ZzHgxSaYEJ,Waiting for the Thunder,Blackberry Smoke,https://p.scdn.co/mp3-preview/6779c3a64398c28153e0e89dfe2c796237164a68?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0,0.582,0.805,9,-5.267,1,0.0301,0.102,3.14e-06,0.271,0.895,144.047,247008,4
439,4,3I56OBwJkDAyt9L00c8ois,SOLD OUT,HARDY,https://p.scdn.co/mp3-preview/3f73028eb4131230a601b0ea33b3f105656df782?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0,0.504,0.893,9,-4.801,1,0.0488,0.00556,1.83e-05,0.34,0.333,145.005,202912,4
440,5,0r8iDf65NHgFgZOGLwj5r8,What Was I Thinkin',Dierks Bentley,https://p.scdn.co/mp3-preview/1e3ba541f4157af318bf6a5f0ba93e474d79e402?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,260827,4
441,6,189D3XLBjj2YTCTD6QKdJY,JACK,HARDY,https://p.scdn.co/mp3-preview/382a7126a882c90adaea54993414847da6a10bb1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0,0.551,0.6,7,-5.501,1,0.0295,0.0295,2.94e-06,0.291,0.493,125.019,168630,4
442,7,65IHmBagtQrYRcJd8a47zv,He Went To Jared (HARDY feat. Morgan Wallen),HIXTAPE,https://p.scdn.co/mp3-preview/c3f52679bb983e6df5dee9854914fc6e27ce605a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.565,0.806,9,-5.11,0,0.0482,0.054,7.73e-06,0.204,0.683,140.084,213693,4
443,8,5XsFHtfZJ8yHRWvKK4uQWO,Let There Be Cowgirls,Chris Cagle,https://p.scdn.co/mp3-preview/0a732da6cf7d0776bc829bf4f5513e2352ee9c36?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.537,0.788,11,-5.557,1,0.0362,0.0892,1.27e-06,0.164,0.727,161.991,273480,4
444,10,7K4VxvIXXbDbaVn6ARbch1,Boots On,Randy Houser,https://p.scdn.co/mp3-preview/6b7932ed3b91b7a5117a7e19d0dfb7347f093990?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.713,0.887,8,-4.564,1,0.0322,0.0387,1.79e-05,0.273,0.88,112.016,170813,4
445,11,2FQyz928pfiLBdefjaMx5u,Slide,The Cadillac Three,https://p.scdn.co/mp3-preview/7e2c7ca5c4952b0c000b6996ae28c3ed80a562be?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.659,0.934,0,-5.693,1,0.0558,0.0544,1.18e-06,0.445,0.625,124.001,154920,4
446,12,5jROdl6MhcmP3O7h2sVgtw,Parachute,Chris Stapleton,https://p.scdn.co/mp3-preview/edb290a30f0f78050a89a344e8ed369b0f9e6f81?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200,4
447,13,0XjXQDJpajDzCdpazp1562,Eight Second Ride,Jake Owen,https://p.scdn.co/mp3-preview/8427a26525fb7a3f69f60dc2dfa9012d2580c1e9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.645,0.843,0,-4.072,1,0.0475,0.104,0.0,0.249,0.534,92.357,187320,3
448,14,73NzYbpaYvQ7JfpjztFESL,TRUCK BED,HARDY,https://p.scdn.co/mp3-preview/4faac54b02d4fc94bd5af262e1014624271ded13?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,167535,4
449,15,0oTGa77jJ1H5joTG5SvxFj,Second One To Know,Chris Stapleton,https://p.scdn.co/mp3-preview/3a225f39386f81200f13207d13ca6a2c23babc05?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.529,0.89,0,-6.104,0,0.0388,0.0185,0.00112,0.341,0.875,96.731,176067,4
450,16,1cktZnxiONH0hR6Q3DKy8h,Drink In My Hand,Eric Church,https://p.scdn.co/mp3-preview/e79615e9c19753eb2ad126e4ab31ed286a3e0d6b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.626,0.913,0,-4.452,1,0.0318,0.00635,0.0,0.293,0.946,113.044,191307,4
451,17,215FCyLSBcXeX0NASXEjyn,My Kinda Party,Jason Aldean,https://p.scdn.co/mp3-preview/7e5b8df998ddd9a5465e589708a00370048ff39e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,284960,4
452,18,2WVHl9NBV7qqkocj6Bsgqo,Waiting for the Thunder,Blackberry Smoke,https://p.scdn.co/mp3-preview/6779c3a64398c28153e0e89dfe2c796237164a68?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.587,0.799,4,-4.942,1,0.029,0.0966,1.89e-06,0.257,0.921,143.987,247008,4
453,20,2quBiVjw1oY14H8fgW78as,Right or Wrong,Read Southall Band,https://p.scdn.co/mp3-preview/3bc1a941155df0dcc376dc6709fbee8c6faf87e3?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.539,0.826,9,-5.111,0,0.0356,0.00132,0.00967,0.0755,0.261,123.046,254090,4
454,21,53Dj5PCDhb22qWqmre3YQs,Aw Naw,Chris Young,https://p.scdn.co/mp3-preview/ad5a4db4b53788672be97b19671ef19571d6beac?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.652,0.859,2,-3.746,1,0.0358,0.0639,0.0,0.0777,0.491,109.971,188707,4
455,22,5EdBMq8ChkcIhegMPzVWCT,Poor Everybody Else,Carrie Underwood,https://p.scdn.co/mp3-preview/bed3e79a1ae15f368df0e66d59e764a5df514ada?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.376,0.977,11,-2.867,0,0.454,0.000611,0.0,0.393,0.42,168.022,225613,4
456,23,3oFNK5MKR6TThG7zL5U8QX,Never Left Memphis,Austin Jenckes,https://p.scdn.co/mp3-preview/305d4d5cb529b26eb889b776b417682d70ffdfcb?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.589,0.844,10,-6.356,1,0.0695,0.00169,2.45e-06,0.574,0.642,100.886,200712,4
457,24,2EuSpBqoWsE5ohMBCXXUHO,Fire On Wheels,Kip Moore,https://p.scdn.co/mp3-preview/09846c9ecdc10cdd7a787239c238f5e02d6dc595?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.707,0.865,7,-4.594,1,0.0379,0.0187,0.0,0.214,0.82,120.004,156973,4
458,25,454JIJlQ8GvrCoBvSfq3KA,Country Must Be Country Wide,Brantley Gilbert,https://p.scdn.co/mp3-preview/726cbced6fe502597683399e021c9b523768a288?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.409,0.765,11,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,214827,4
459,26,08wJ1B9yu9sPeoRa5fbpr3,It Ain't My Fault,Brothers Osborne,https://p.scdn.co/mp3-preview/f6d37af8a891914ebc53a54c66d6d17f72515e7d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,216800,4
460,27,7vVsDu0gTg6oZtrKy7pXcW,Can I Get an Outlaw,Luke Combs,https://p.scdn.co/mp3-preview/39dfeffc9446c29bff69e20bcaeb3eae7a27be47?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0,0.537,0.804,11,-5.491,1,0.0362,0.0181,0.000106,0.0859,0.472,75.991,238827,4
461,28,6dAmzFMCkPUqyed7488yY8,Something To Do With My Hands,Thomas Rhett,https://p.scdn.co/mp3-preview/e3e1891b09e671de6f71f7e7b4e55c2b0736343c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.582,0.913,1,-4.211,1,0.0387,0.00159,3.82e-05,0.0961,0.516,126.12,200560,4
462,29,1dyxS3YzBbL0t8rEVwVQ1K,God's Country,Blake Shelton,https://p.scdn.co/mp3-preview/1e7cf5deb871f4c2e7c85b82fa3e65f2c31033e7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4
463,30,2ixkIrn45mNfdLDLHuyfRt,23,Chayce Beckham,https://p.scdn.co/mp3-preview/178390ef5ac403a331c50b4797daa8799b9c3434?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.626,0.583,0,-7.346,0,0.0318,0.276,0.0,0.141,0.428,87.977,228145,4
464,31,5AGcr7ylW6rE1ubX8EfYRR,Bones,Carson Beyer,https://p.scdn.co/mp3-preview/22b6e6a87c77c42c5ee87a6e3bf8507c1924f953?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.423,0.748,7,-3.681,1,0.0318,0.0343,0.0,0.218,0.144,175.948,237923,4
465,32,2o5mwv7hvas1jdUg14Nihv,Take A Little Ride,Jason Aldean,https://p.scdn.co/mp3-preview/0ca0ce5a09ee851c41ae5b9cadc9eb3523b87130?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.472,0.866,2,-3.771,1,0.0413,0.044,0.0,0.213,0.775,163.867,187613,4
466,33,7ptJYMKI7Y1iWdqEZtBMGE,Something to Talk About,Koe Wetzel,https://p.scdn.co/mp3-preview/f3fccc34aeaac160ffeb20e6d89424c4bed5991c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.612,0.934,9,-5.124,0,0.0663,0.049,0.0,0.103,0.293,130.006,204352,4
467,34,1N7ZIHq3OefYm8ntDSxHZ0,Arkansas,Chris Stapleton,https://p.scdn.co/mp3-preview/bcd2b85bde7aa3cea0cc53dd7cf95fb7a47985bb?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.484,0.954,9,-4.534,1,0.054,0.0115,0.228,0.0989,0.832,82.182,178427,4
468,35,6UL2RC5J2vMau9KOMKQfJg,We Back,Jason Aldean,https://p.scdn.co/mp3-preview/adf41cbaba92b4deee1239ca6e79e8332066a560?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.433,0.928,4,-5.117,0,0.0512,0.0135,2.01e-06,0.32,0.552,155.938,197160,4
469,36,1HxcB2FgfYVhkbqNMCmq1O,Money Spent,Koe Wetzel,https://p.scdn.co/mp3-preview/662492832806d8f87c53f696dbd10ed5e42d164a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.548,0.773,2,-6.31,1,0.0305,0.00173,0.000696,0.152,0.181,87.465,156610,4
470,37,4x7Di9FZJXJoxHjLxjImmp,Hell Of A Night,Dustin Lynch,https://p.scdn.co/mp3-preview/d16aa25636e381c8837f365a885b0baf7f8ad5a6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.499,0.797,2,-4.845,1,0.0402,0.00472,0.0,0.297,0.591,85.054,190427,4
471,38,30tNJbzSwy4FGyOJu4cD86,Party Like You,The Cadillac Three,https://p.scdn.co/mp3-preview/d1fb53369aa15ae093b415f6a827c0af1f1f4134?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.595,0.947,7,-3.652,1,0.0505,0.0344,0.000145,0.334,0.62,116.482,187413,4
472,39,31FQIu614BirR4zMA76c1c,Hold Up,Corey Kent,https://p.scdn.co/mp3-preview/0656f2cac4fdfb1ea443f4abc53864ec44a039cf?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.585,0.81,9,-4.383,1,0.0434,0.00937,0.0,0.0626,0.518,75.995,175907,4
473,40,0F7Kxrd27Q1jYhnKVoWnUa,Your Momma Still Does,Ashland Craft,https://p.scdn.co/mp3-preview/01c0bb6810bb4eb3a70fc85be69b8f1c70ff3b1d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.538,0.869,8,-5.369,1,0.044,0.0637,0.0,0.0775,0.522,143.984,157290,4
474,41,18WhWzFnqEbE04y4H5Y13z,Hell On Wheels,Brantley Gilbert,https://p.scdn.co/mp3-preview/a356b74d8e4fc4dcec0d5a6c2801602e2617ed2e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.46,0.826,1,-5.624,1,0.0525,0.0338,3.49e-05,0.115,0.747,160.222,253013,4
475,42,4ugWvzQsCcIisB5ouo3PHE,Heartache Off My Back,Kendell Marvel,https://p.scdn.co/mp3-preview/d6da9a34f9a27890d0b9f2dcb1900fe794c61e89?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.561,0.902,11,-6.155,0,0.0338,0.000656,0.00103,0.0936,0.848,152.191,198680,4
476,43,4ua94LvtGZlGsZVlvMJCUS,We Ride,Bryan Martin,https://p.scdn.co/mp3-preview/00f61051c090d7a75b5363cc5d687612df2dc31e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.62,0.719,3,-4.177,1,0.0257,0.0736,8.84e-06,0.185,0.559,81.991,188483,4
477,44,4uQIhoKyK0rwlgSw8nlKD4,Be A Cowboy,Tim Montana,https://p.scdn.co/mp3-preview/04c1e464ccb535924a5904ee77c73310029cb1bd?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.512,0.885,11,-3.558,1,0.0359,0.0208,0.0,0.101,0.47,85.017,201707,4
478,45,4t2AnYhvH7gr59zLJ5Cn6c,The Way She Rides,Luke Combs,https://p.scdn.co/mp3-preview/855d6aa40bf43ecb74a77638a590bcef22119136?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.431,0.816,7,-4.833,1,0.0478,0.0499,0.0,0.0974,0.853,174.045,165667,4
479,46,5dHF4UXvJ70xefCqD2Wj9N,Fire Up The Night (feat. HARDY),Blake Shelton,https://p.scdn.co/mp3-preview/d10ac7d66eb83e1f5d9f58e9e29bcc9b427956c1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.477,0.93,0,-4.78,1,0.0562,0.00142,6.54e-05,0.338,0.54,168.017,192467,4
480,47,0ysCB1Jg4hli0XlEWlipo7,Heart On Fire,Eric Church,https://p.scdn.co/mp3-preview/a5673f383a9a1c4fbdbcd9121c9c2262992b2914?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.653,0.927,8,-4.699,1,0.0289,0.0352,4.47e-05,0.0966,0.894,119.97,258800,4
481,48,0ya80Qhw7hgeJp2L6zvxcj,Shoot Me Straight - Radio Edit,Brothers Osborne,https://p.scdn.co/mp3-preview/8b204624d414e6528103b0bf9620d297ba342706?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.643,0.782,2,-6.012,1,0.0445,0.00751,1.35e-05,0.082,0.571,96.97,207053,4
482,49,3CdUlano6ybGrlycGfEVgt,Don't Come Lookin',Jackson Dean,https://p.scdn.co/mp3-preview/0db84fcf819608f8fd0ca0ab8001580a90bc8795?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.529,0.858,9,-6.015,1,0.0536,0.0115,2.91e-05,0.345,0.676,156.128,187957,4
483,50,0tZIR4O5WX47JBC1TCcxxY,Frogman,Whiskey Myers,https://p.scdn.co/mp3-preview/ad95c40f0a4f527e02747e13c87d9585132f2923?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.362,0.826,0,-5.416,1,0.0449,0.0277,0.0,0.176,0.596,147.204,218897,4
484,51,6kEKWnjcoD5RxxvzhbaWBh,Gettin' Warmed Up,Jason Aldean,https://p.scdn.co/mp3-preview/2d629ecc64649e4ed3ef29d8f76786d1c4bef1cb?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.64,0.946,9,-4.03,0,0.0579,0.0137,0.0,0.0556,0.635,120.011,175253,4
485,52,4llYMkhHa1w7UAdDFRQcEZ,Lights Come On,Jason Aldean,https://p.scdn.co/mp3-preview/4fa06a4582676f5b6cdb854a6a85cb97876f21df?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.567,0.839,6,-4.048,0,0.0698,0.0489,0.0,0.103,0.903,160.062,194507,4
486,53,4lb3LoC5Xa5FbL9uB0n3R9,Bitch,Whiskey Myers,https://p.scdn.co/mp3-preview/76081340508b68c2d7ac761f0d20b105d884e426?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.612,0.82,0,-6.038,1,0.0273,0.000155,0.00218,0.108,0.63,128.088,170358,4
487,54,6D1jIDBvbr3DdfQB7VCglk,Titty's Beer,Montgomery Gentry,https://p.scdn.co/mp3-preview/1de439109d9cbd208dc2ff2ac6cbde467d1326be?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.632,0.947,7,-4.566,1,0.0444,0.000986,0.0,0.345,0.893,117.041,193027,4
488,55,1e6l0mH2m4zBJxrnZLIwo4,For a Beer,Taylor Phillips,https://p.scdn.co/mp3-preview/abc7d58dc6d436933f9b89ba56ea2f88b118b939?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.605,0.866,11,-3.753,1,0.0413,0.0629,0.0,0.0323,0.674,168.208,164960,4
489,56,6oX6Z8IRcQoE5c1huBv4hU,Labels,The Cadillac Three,https://p.scdn.co/mp3-preview/27a6c19ac162bd6c3b3188d2d88d94c0739ac58c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.588,0.775,0,-5.664,1,0.0585,0.0747,0.000227,0.36,0.797,173.968,184619,4
490,57,201isOWplOLAm1bZbtRPiE,Break It Kind Of Guy,Eric Church,https://p.scdn.co/mp3-preview/2fd01f2ad7c122ed3465f869b8eee6b8e23d2911?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.694,0.885,7,-6.104,1,0.0351,0.00245,0.00849,0.107,0.686,111.966,225653,4
491,58,2GgIDaPLsowybB3WgxLWUj,Pickin' Wildflowers,Keith Anderson,https://p.scdn.co/mp3-preview/337f41fefee4d0488cfdfbbd9d110c3674bf0aba?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.561,0.716,8,-3.341,1,0.0291,0.0353,0.0,0.122,0.667,152.089,185920,4
492,59,5gVCfYmQRPy1QJifP8f5gg,Fall In Love,Bailey Zimmerman,https://p.scdn.co/mp3-preview/f5b11894ee3b361b2cf82153822fa285a9b732d6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,232059,4
493,60,5YsPrfAtcCzMIc4BHTsxP5,Beer With My Friends (feat. Cole Swindell and David Lee Murphy),Shy Carter,https://p.scdn.co/mp3-preview/a96ac8a1e39cff2ab583e2bb2c1f4469f9fc2eaa?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.603,0.927,9,-2.598,1,0.0562,0.0446,0.0,0.0565,0.815,109.938,176533,4
494,61,44Yx0jcGJtgez04gBTea8R,Halos and Horns,Allie Colleen,https://p.scdn.co/mp3-preview/70391635f6fcb8a5cb5a2f6603ab0ce6a55c3d9e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.509,0.633,1,-6.694,0,0.0465,0.244,0.0,0.226,0.47,79.928,197440,4
495,62,5jsFP9UeOXngDEslmUVozc,Till the Wheels Fall Off,Blackberry Smoke,https://p.scdn.co/mp3-preview/c07633ed110f71a62fe0c24896b5679b613a7dfe?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.496,0.755,9,-4.408,0,0.0277,0.000964,0.0876,0.374,0.421,90.0,225165,4
496,63,7xSStdDGRF1geGue4d07JI,Southern Mother Fucker,Daniel Lee,https://p.scdn.co/mp3-preview/7e01e3eaa82ec08f1b36841417ab6642a7992418?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.705,0.67,4,-5.421,0,0.0574,0.12,0.0,0.377,0.597,118.995,198594,4
497,64,23v5zAcztT3PBLty6gvFgm,More Than The Shine,Bryan Martin,https://p.scdn.co/mp3-preview/f8da1865a82df2c98fa4339ca89662d1e25ef360?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.55,0.91,1,-4.24,1,0.116,0.0364,0.00593,0.104,0.639,159.952,176274,4
498,65,2Oloty067EQBgjKDe4k4VM,Mama Don't Get Dressed Up For Nothing - with LANCO,Brooks & Dunn,https://p.scdn.co/mp3-preview/6e33919055e6b80b8807e0f10d3a4a600f8eec00?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.601,0.909,2,-4.051,1,0.0438,0.0125,5.21e-05,0.0818,0.805,125.029,252160,4
499,66,2Q9oePSJXYu74fE3ZUR5XX,Lone Wolf,Eric Church,https://p.scdn.co/mp3-preview/259e1f0ab211905fcca750c101a94fdbcd4c0e6d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.588,0.499,1,-8.433,1,0.0332,0.343,4.13e-06,0.11,0.132,69.984,220373,4
500,67,5qFutEoup5Nh5wIhyKee5d,Blame It On The Double,Cory Marks,https://p.scdn.co/mp3-preview/719764253bfd44f9fbf0a50a794b9a5dc940d8b9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.555,0.962,0,-3.778,1,0.0337,0.0211,0.0,0.0606,0.678,93.96,207229,4
501,68,44uPR8hTkZmXh40uIx30WK,How 'Bout You,Eric Church,https://p.scdn.co/mp3-preview/a87f5a027d8ed776fcd017b2d056801b93b16415?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.549,0.873,4,-7.202,1,0.0389,0.0114,2.84e-05,0.352,0.759,120.064,230880,4
502,69,5T3i5WkfjgJQpl8IANqjXZ,Shoot Me Straight,Brothers Osborne,https://p.scdn.co/mp3-preview/6f3517e25364d87fc73ffff33165d8e30fd5bb6c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.417,0.685,2,-6.805,1,0.0584,0.00389,0.00855,0.103,0.224,98.718,384013,4
503,70,1ytcL1DNTMly6tmYUrAdPl,Train,Manny Blu,https://p.scdn.co/mp3-preview/fd23723886f982fe0d3fd8e29155497cabd1ab3a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.46,0.89,6,-3.162,1,0.066,0.00262,0.0,0.0717,0.772,147.967,177320,4
504,71,2bVeUlOC5JjTpkQXuUUoYm,GIVE HEAVEN SOME HELL,HARDY,https://p.scdn.co/mp3-preview/2a55cb9aaeaa57f0c844fc212e58f148940e750b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,217802,4
